Das heutige Forsthaus an der Landesgrenze war die s.g. " Einnahme " .	Forsthaus	2	Neut
Die meisten Transsexuellen sehen sich früher oder später gezwungen , ihre Umwelt über ihren Transsexualismus zu informieren ( Outing ) und ihre Geschlechterrolle " offiziell " und permanent zu wechseln .	Geschlechterrolle	22	Fem
Die Treidelbahn stand gemäß internationaler Vereinbarungen Schiffen aller Nationalitäten gegen das festgelegte Entgelt zur Verfügung .	Schiffen	6	Neut
Die Disziplinarkommission des Französischen Radsportverbandes sprach Casper jedoch frei , da der Dopingvorwurf auf eine noch nicht erneuerte Ausnahmeregelung für das Mittel zurückzuführen sei .	Disziplinarkommission	1	Fem
Zur Untergliederung der Regionen und Grafschaften siehe Verwaltungsgliederung Englands und Verwaltungsgrafschaften Englands .	Untergliederung	1	Fem
Ab etwa 1958 schrieb sie sich Freisoziale Union und 1968 wurde für den Parteinamen die Zusatzbezeichnung Demokratische Mitte beschlossen .	Zusatzbezeichnung	15	Fem
Sinn der Formulierung ist , dass jeweils der Regierungsvertreter mit den weitestreichenden Entscheidungsbefugnissen anwesend ist .	Entscheidungsbefugnissen	12	Neut
Jahrhunderts datiert , doch wird auch Spätdatierung ( zwischen 440 und 415 ) erwogen .	Spätdatierung	6	Fem
Diese Primaten sind tagaktiv und schlafen nachts im Pflanzendickicht oder in Baumhöhlen .	Baumhöhlen	11	Fem
Das Bauerndorf Oerbke wird 1256 erstmals urkundlich erwähnt , bereits 1438 sind 8 Höfe in Oerbke nachweisbar , ebenso 4 Kotstellen .	Höfe	13	Masc
Der Kelch ist glockenförmig , die Kelchröhre 3 bis 4 mm lang und mit 3 mm langen Kelchzipfeln versehen .	Kelch	1	Masc
Das Wappen zeigt einen rot - weiß gestreiften Löwen auf blauem Schild , umgeben von acht weißen sechszackigen Sternen .	Wappen	1	Neut
Die durch die Rheinuferaufschüttung gewonnene Fläche wurde nach der Familie Lauteren als Lauterenviertel bezeichnet .	Fläche	5	Fem
Dabei kann es sich beispielsweise um die Beschränkung eines Attributs auf einen Wertebereich handeln , oder um einzuhaltende Restriktionen zwischen Objekten .	Beschränkung	7	Fem
Nach seinem Studium am Gettysburg College , welches er 1958 mit einem Bachelor in Mathematik und Physik abschloss , begann er als Kameraassistent für Werbespots zu arbeiten .	Kameraassistent	22	Masc
Das Gelände für den Neubau des geplanten BMW - Werkes in der Gemeinde Harting war als archäologischer Fundplatz bekannt .	Werkes	9	Neut
Die eiförmig - dreieckigen , spitz zugespitzten bis spitz zulaufenden Brakteen weisen eine Länge von 6,5 bis 7 Millimeter auf und sind 2,5 bis 4 Millimeter breit .	Millimeter	25	Masc
Trotzdem sorgte Sutil damit für Aufsehen , als er im dritten freien Training zum Großen Preis von Monaco auf regennasser Strecke die schnellste Zeit fuhr .	Aufsehen	5	Neut
`` Ein bedauerlicher Rückschritt in die Steinzeit des Naturschutzes '' , kommentiert Naturschützer und Kletterer Sander .	Naturschutzes	8	Masc
Nach dem Zusammenbruch des Ancien régime ( 1798 ) gehörte Grolley während der Helvetik und der darauf folgenden Zeit zum Bezirk Freiburg , bevor es 1848 mit der neuen Kantonsverfassung in den Saanebezirk eingegliedert wurde .	Kantonsverfassung	29	Fem
Seck wurde für die Selektion von 1.600 bis 1.700 Juden sowie deren Exekution im Wald von Biķernieki , der sogenannten Aktion Dünamünde durch das Landgericht Hamburg am 29 .	Selektion	4	Fem
Im Jahr 1990 gelang ihnen eine Platzierung in den US - Billboard - Charts mit dem in Club - Kreisen zum Kult - Hit avancierten Song She 's my Ex .	Platzierung	6	Fem
Wir können den Seeteufel nur empfehlen .	Seeteufel	3	Masc
Die Bleiglasfenster der Kirche wurden 1953 / 54 von Max Ingrand ( 1908-1969 ) geschaffen .	Bleiglasfenster	1	Neut
So " enttarnte " ein 33 - jähriger Franzose seinen Vater , indem er jedem Einwohner eines Dorfes in der Normandie einen Brief zukommen ließ .	Dorfes	17	Neut
Seitdem auch Rumänien 2007 der EU beitrat , wurde Russe ein beliebtes Wochenendziel der Bukarester .	Wochenendziel	12	Neut
Wilhelm Bauer hielt verschiedene Ehrenämter in der Handwerksorganisation .	Handwerksorganisation	7	Fem
Genannt sei hier nur die Methode nach Davies , der 1957 vorschlug , den HLB - Wert aus Zahlenwerten für die einzelnen chemischen Gruppen eines Moleküls zu berechnen .	Zahlenwerten	18	Masc
Aber Unstimmigkeiten in den eigenen Reihen , Eifersüchteleien und mangelnde finanzielle Unterstützung durch den böhmischen Adel hemmten den Erfolg der Rebellen .	Reihen	5	Fem
Sie promovierte 1913 mit der Arbeit " Über das Wesen der Emission der in Flammen leuchtenden Metalldämpfe " .	Emission	11	Fem
Der neue Patriarch und andere , kollaborierende Phanarioten verurteilten darauf die Revolution .	Phanarioten	7	Masc
Der größte Unterschied zur 2 - cm - Flak 30 bestand in der gesteigerten Feuergeschwindigkeit , zudem wurden die Ursache der Ladehemmungen des bisherigen Modells beseitigt , der Rückstoß abgeleitet und das Magazin mit vierzig Schuss pro Rohr ausgestattet .	Schuss	35	Neut
Er war in dieser Funktion oberster Medizinalbeamter in Baden und hatte seinen Dienstsitz in Karlsruhe .	Funktion	4	Fem
